First Name,Last Name,Phone Number,Age,Experience,Email,Role,Skillset1,Skillset2,Skillset3
Vinod,Akshara,6180151739,29,0,vinodakshara@gmail.com,Blockchain engineer,Cryptography,Flask,C/JavaScript/Python
Bhavna,Rahul,9581957333,26,0,bhavnarahul@gmail.com,Machine learning engineer,Mathematics and Statistics,Controls and frameworks ,C/JavaScript/Python
Priyanka,Riya,8192706431,23,0,priyankariya@gmail.com,Blockchain engineer,Cryptography,Data Analysis and Visualization,Data mining
Roshni,Pranav,6245452968,29,0,roshnipranav@gmail.com,Security Analyst, Network security control,Node.js,JavaScript
Manoj,Marie,8197911760,31,0,manojmarie@gmail.com,Frontend developer,HTML/CSS,Networking and data centres,JavaScript
Pramod,Renu,9529693018,25,2,pramodrenu@gmail.com,Cloud architect,Operating systems,Node.js,Cloud
Ankita,Anika,8656192738,26,0,ankitaanika@gmail.com,Blockchain engineer,Cryptography,Controls and frameworks ,Intrusion detection
Marie,Avinash,6399687757,25,0,marieavinash@gmail.com,DevOps engineer,Linux ,Python,AI/ML
Kavita,Arvind,9524391199,30,0,kavitaarvind@gmail.com,AI/ML architect,Machine Learning Expertise,Data Analysis and Visualization,Intrusion detection
Savita,Shilpa,6316052374,32,0,savitashilpa@gmail.com,HR,Communication skills,Big Data,Java/python
Eugene,Dinesh,9335434757,28,5,eugenedinesh@gmail.com,Data scientist,Python,Big Data,Algorithms and frameworks
Eve,Harsh,8745140440,24,0,eveharsh@gmail.com,Cyber security,Scripting, Administrative expertise, HR Management knowledge and expertise
Mukesh,Subhash,9519735415,25,2,mukeshsubhash@gmail.com,Machine learning engineer,Mathematics and Statistics,Python,Algorithms and frameworks
Tanisha,Vidya,9151694676,23,0,tanishavidya@gmail.com,AI/ML architect,Machine Learning Expertise,Flask,pipeline planning
Rajat,Ravi,6632622297,33,10,rajatravi@gmail.com,IoT solutions architect,API automation and testing , Data Structures,Intrusion detection
Eve,Kavita,6484621527,25,2,evekavita@gmail.com,Machine learning engineer,Mathematics and Statistics,Flask,DBMS
Akshara,Philip,9375043959,30,7,aksharaphilip@gmail.com,AI/ML architect,Machine Learning Expertise,Python,Java/python
Arvind,Vandana,9977132001,24,0,arvindvandana@gmail.com,Blockchain engineer,Cryptography,Node.js,Cloud
Vikas,Dinesh,9657526887,31,0,vikasdinesh@gmail.com,HR,Communication skills, Administrative expertise,AI/ML
Dinesh,Anjali,6204892193,24,0,dineshanjali@gmail.com,Data scientist,python,Operating systems,Cloud
Suman,Anika,6617134666,23,0,sumananika@gmail.com,Security Analyst, Network security control,Data Analysis and Visualization,AI/ML
Alka,Ritu,8949637611,28,0,alkaritu@gmail.com,HR,Communication skills,Node.js,Data mining
Neeraj,Riya,8683574425,23,0,neerajriya@gmail.com,Data scientist,python,DBMS,Data mining
Priyanka,Nisha,6535429986,26,3,priyankanisha@gmail.com,Data scientist,Python, Data Structures,JavaScript
Roshni,Raju,6433545013,23,0,roshniraju@gmail.com,Blockchain engineer,Cryptography,Flask,Cloud
Tanisha,Sangeeta,8644282848,30,0,tanishasangeeta@gmail.com,AI/ML architect,Machine Learning Expertise,DBMS,DBMS
Shilpa,Vandana,9798145361,33,0,shilpavandana@gmail.com,Cloud architect,Operating systems,DBMS,Cloud
Ishita,Sunil,6873196724,28,0,ishitasunil@gmail.com,Blockchain engineer,Cryptography, Data Structures,pipeline planning
Sonam,Shruti,8760075020,31,0,sonamshruti@gmail.com,IoT solutions architect,API automation and testing ,Controls and frameworks ,Java/python
Vidya,Akshara,8207078315,32,0,vidyaakshara@gmail.com,Machine learning engineer,Mathematics and Statistics,Python,JavaScript
Rahul,Arvind,6948152118,24,0,rahularvind@gmail.com,Frontend developer,HTML/CSS,DBMS,Cloud
Rahul,Suman,8884926397,27,4,rahulsuman@gmail.com,Blockchain engineer,Cryptography,ReactJS,Algorithms and frameworks
Marie,Tanisha,8807106313,32,9,marietanisha@gmail.com,Blockchain engineer,Cryptography,ReactJS,Data mining
Vinay,Vinod,8187121086,34,0,vinayvinod@gmail.com,HR,Communication skills,DBMS,DBMS
Sangeeta,Priyanka,9509828248,28,5,sangeetapriyanka@gmail.com,Security Analyst, Network security control,Data Analysis and Visualization,AI/ML
Riya,Kamal,9684627395,25,0,riyakamal@gmail.com,Cloud architect,Operating systems,Operating systems,AI/ML
Neeraj,Rahul,9126695603,33,0,neerajrahul@gmail.com,AI/ML architect,Machine Learning Expertise, Administrative expertise,AI/ML
Vijay,Rinku,9689076713,35,0,vijayrinku@gmail.com,Cloud architect,Operating systems, Data Structures,C/JavaScript/Python
Riyaan,Sumit,8162864990,31,0,riyaansumit@gmail.com,Data scientist,Python,Controls and frameworks ,pipeline planning
Priyanka,Raju,6564886833,34,10,priyankaraju@gmail.com,Data scientist,python, Administrative expertise,C/JavaScript/Python
Neetu,Rajat,8968357959,29,6,neeturajat@gmail.com,DevOps engineer,Linux ,DBMS,DBMS
Neetu,Bob,6812788755,23,0,neetubob@gmail.com,DevOps engineer,Linux ,Python,Java/python
Ashish,Sanjay,6245265335,27,4,ashishsanjay@gmail.com,IoT solutions architect,API automation and testing ,Operating systems,DBMS
Anika,Divya,8360093538,29,0,anikadivya@gmail.com,Cloud architect,Operating systems,Operating systems,AI/ML
Manish,Vidya,8359113955,23,0,manishvidya@gmail.com,AI/ML architect,Machine Learning Expertise,Controls and frameworks ,Java/python
Aanya,Kirti,8519449924,33,10,aanyakirti@gmail.com,Security Analyst, Network security control,Operating systems,Algorithms and frameworks
Shilpa,Marie,8522458365,23,0,shilpamarie@gmail.com,Cyber security,Scripting, Data Structures,Data mining
Raghav,Sweta,8169445584,26,0,raghavsweta@gmail.com,Blockchain engineer,Cryptography,Networking and data centres,Intrusion detection
Sanjay,Divya,8996306524,30,0,sanjaydivya@gmail.com,Data scientist,Python, Data Structures,Cloud
Abhinav,Santosh,6283088724,32,9,abhinavsantosh@gmail.com,Cloud architect,Operating systems, Administrative expertise,C/JavaScript/Python
Aanya,Ritu,6317085668,24,0,aanyaritu@gmail.com,Machine learning engineer,Mathematics and Statistics,Networking and data centres,DBMS
Ralph,Rinku,8803082898,27,0,ralphrinku@gmail.com,Machine learning engineer,Mathematics and Statistics,DBMS,Intrusion detection
Amit,Suresh,9584861019,33,10,amitsuresh@gmail.com,Machine learning engineer,Mathematics and Statistics,Operating systems,pipeline planning
Dinesh,Rahul,9213848322,35,0,dineshrahul@gmail.com,Security Analyst, Network security control,Python,Algorithms and frameworks
Bob,Suresh,6946675342,28,5,bobsuresh@gmail.com,Cyber security,Scripting,Python,Data mining
Vikas,Avinash,6103800735,31,8,vikasavinash@gmail.com,Cyber security,Scripting,Data Analysis and Visualization,Intrusion detection
Alice,Priyanka,8252558135,30,7,alicepriyanka@gmail.com,Data scientist,Python,Python,Intrusion detection
Neeraj,Arvind,6284835806,24,0,neerajarvind@gmail.com,DevOps engineer,Linux ,Flask,CI/CD pipelines
Pradeep,Parul,9794097285,28,0,pradeepparul@gmail.com,Cloud architect,Operating systems,ReactJS,Intrusion detection
Amit,Prakash,8979719586,30,7,amitprakash@gmail.com,HR,Communication skills,Big Data,JavaScript
Vidya,Lori,9553972572,34,0,vidyalori@gmail.com,Cyber security,Scripting,Big Data,Algorithms and frameworks
Sandeep,Lori,6661499113,23,0,sandeeplori@gmail.com,Data scientist,python,ReactJS,pipeline planning
Anjali,Pranav,9455752962,30,0,anjalipranav@gmail.com,Frontend developer,HTML/CSS, Data Structures,AI/ML
Ramesh,Naresh,9784434243,33,10,rameshnaresh@gmail.com,Blockchain engineer,Cryptography,DBMS,C/JavaScript/Python
Riyaan,Alice,9609348186,25,0,riyaanalice@gmail.com,Data scientist,Python,Data Analysis and Visualization,Algorithms and frameworks
Kayla,Kirti,8997177334,29,0,kaylakirti@gmail.com,Machine learning engineer,Mathematics and Statistics,Data Analysis and Visualization,CI/CD pipelines
Santosh,Pooja,6264959177,27,4,santoshpooja@gmail.com,Data scientist,Python,Data Analysis and Visualization,pipeline planning
Priya,Aarav,6239324556,26,0,priyaaarav@gmail.com,Machine learning engineer,Mathematics and Statistics, Administrative expertise,Algorithms and frameworks
Bob,Riya,6286236112,23,0,bobriya@gmail.com,Data scientist,python,Data Analysis and Visualization, HR Management knowledge and expertise
Avinash,Riya,8598811451,32,0,avinashriya@gmail.com,Blockchain engineer,Cryptography,DBMS,C/JavaScript/Python
Vikas,Rohit,9509605221,26,0,vikasrohit@gmail.com,Data scientist,Python,Operating systems,Java/python
Sanjana,Alexis,9585381601,29,0,sanjanaalexis@gmail.com,Machine learning engineer,Mathematics and Statistics, Administrative expertise,Algorithms and frameworks
Vidya,Pradeep,9711624234,34,0,vidyapradeep@gmail.com,HR,Communication skills,Networking and data centres,Cloud
Renu,Aarti,6489824568,30,0,renuaarti@gmail.com,Data scientist,Python,Networking and data centres,CI/CD pipelines
Neeraj,Pradeep,6405091073,31,0,neerajpradeep@gmail.com,Machine learning engineer,Mathematics and Statistics,Python,AI/ML
Vivek,Meera,8605823683,26,3,vivekmeera@gmail.com,Cloud architect,Operating systems,ReactJS,Cloud
Prakash,Alice,6840878042,33,10,prakashalice@gmail.com,Data scientist,python,Flask,Algorithms and frameworks
Vivek,Roshni,6975595543,34,10,vivekroshni@gmail.com,Data scientist,Python, Data Structures,Java/python
Sangeeta,Ritu,8913586040,26,3,sangeetaritu@gmail.com,Data scientist,python, Administrative expertise,Data mining
Shubham,Manoj,9517472296,35,0,shubhammanoj@gmail.com,IoT solutions architect,API automation and testing , Administrative expertise,Cloud
Suman,Sunil,9952331172,23,0,sumansunil@gmail.com,Cloud architect,Operating systems,Data Analysis and Visualization,Java/python
Doris,Priyanka,9824829340,23,0,dorispriyanka@gmail.com,DevOps engineer,Linux ,Operating systems,Cloud
Harsh,Raghav,9147047495,35,10,harshraghav@gmail.com,Machine learning engineer,Mathematics and Statistics,Flask,CI/CD pipelines
Pooja,Suman,9298791672,24,1,poojasuman@gmail.com,Blockchain engineer,Cryptography,Controls and frameworks ,pipeline planning
Neetu,Ajay,6787609250,35,10,neetuajay@gmail.com,Data scientist,Python,Big Data,CI/CD pipelines
Vidya,Anjana,8390859547,26,0,vidyaanjana@gmail.com,Data scientist,python,Operating systems,CI/CD pipelines
Anjana,Manoj,6602976848,25,0,anjanamanoj@gmail.com,DevOps engineer,Linux ,Data Analysis and Visualization,C/JavaScript/Python
Divya,Payal,9459977481,24,1,divyapayal@gmail.com,AI/ML architect,Machine Learning Expertise, Administrative expertise,Data mining
Anika,Ravi,6671075870,30,0,anikaravi@gmail.com,Machine learning engineer,Mathematics and Statistics,Controls and frameworks ,Algorithms and frameworks
Sweta,Prakash,9483847358,32,9,swetaprakash@gmail.com,Data scientist,Python,Python,Data mining
Roshni,Aanya,9650980594,31,0,roshniaanya@gmail.com,HR,Communication skills,Controls and frameworks ,Intrusion detection
Payal,Gaurav,6204394256,33,10,payalgaurav@gmail.com,Blockchain engineer,Cryptography,Data Analysis and Visualization,pipeline planning
Sunil,Russell,8204215386,25,2,sunilrussell@gmail.com,Machine learning engineer,Mathematics and Statistics,Python,Data mining
Alka,Sheetal,8267122318,30,0,alkasheetal@gmail.com,AI/ML architect,Machine Learning Expertise,Node.js,C/JavaScript/Python
Sandeep,Manish,6899121188,31,8,sandeepmanish@gmail.com,IoT solutions architect,API automation and testing ,ReactJS,CI/CD pipelines
Rakesh,Vijay,8991375857,30,0,rakeshvijay@gmail.com,Cloud architect,Operating systems,Data Analysis and Visualization,DBMS
Suresh,Ritu,8527804192,32,9,sureshritu@gmail.com,Cloud architect,Operating systems,Controls and frameworks , HR Management knowledge and expertise
Arjun,Reena,6917687373,28,5,arjunreena@gmail.com,Cloud architect,Operating systems,Data Analysis and Visualization,Intrusion detection
Reena,Roshni,6107175226,24,1,reenaroshni@gmail.com,Cyber security,Scripting,ReactJS,AI/ML
Kirti,Anjali,8921949724,25,0,kirtianjali@gmail.com,DevOps engineer,Linux ,Data Analysis and Visualization,pipeline planning
Tanisha,Anika,9428985317,32,9,tanishaanika@gmail.com,Data scientist,python,Flask,Cloud
Nisha,Rohan,8554809560,26,3,nisharohan@gmail.com,Cloud architect,Operating systems,Operating systems,Cloud
Santosh,Kavita,6578639025,34,10,santoshkavita@gmail.com,Blockchain engineer,Cryptography,Controls and frameworks ,pipeline planning
Vidya,Savita,9504376511,26,3,vidyasavita@gmail.com,Cyber security,Scripting,Big Data,C/JavaScript/Python
Pramod,Alexis,9980227338,23,0,pramodalexis@gmail.com,IoT solutions architect,API automation and testing ,Networking and data centres, HR Management knowledge and expertise
Russell,Rohan,6336247449,26,3,russellrohan@gmail.com,Blockchain engineer,Cryptography,DBMS,JavaScript
Ria,Anjana,9374534442,34,0,riaanjana@gmail.com,IoT solutions architect,API automation and testing ,Flask,JavaScript
Santosh,Dinesh,8714573696,34,10,santoshdinesh@gmail.com,Blockchain engineer,Cryptography, Administrative expertise,C/JavaScript/Python
Parul,Juhi,6479083453,29,6,paruljuhi@gmail.com,Frontend developer,HTML/CSS,Operating systems,Cloud
Kamal,Priyanka,6187827722,28,5,kamalpriyanka@gmail.com,Cloud architect,Operating systems,Operating systems,Intrusion detection
Mukesh,Sumit,6856729016,30,7,mukeshsumit@gmail.com,DevOps engineer,Linux ,ReactJS,Cloud
Alice,Savita,9194958334,27,0,alicesavita@gmail.com,Machine learning engineer,Mathematics and Statistics,Operating systems,Data mining
Shubham,Tanvi,9252539643,32,0,shubhamtanvi@gmail.com,Data scientist,Python,Data Analysis and Visualization,DBMS
Divya,Rakesh,6110042017,34,10,divyarakesh@gmail.com,Machine learning engineer,Mathematics and Statistics,Big Data,Data mining
Kavita,Rakesh,6327586490,35,0,kavitarakesh@gmail.com,HR,Communication skills,Data Analysis and Visualization,C/JavaScript/Python
Vandana,Alka,6362570498,34,0,vandanaalka@gmail.com,AI/ML architect,Machine Learning Expertise,Big Data,AI/ML
Lori,Anjali,6705286411,35,10,lorianjali@gmail.com,Data scientist,Python,Flask,DBMS
Riya,Bobby,6854119830,28,0,riyabobby@gmail.com,HR,Communication skills,Data Analysis and Visualization,Intrusion detection
Akshara,Dinesh,9992463597,31,0,aksharadinesh@gmail.com,Data scientist,Python,Controls and frameworks ,Data mining
Alexis,Manish,9227288212,35,0,alexismanish@gmail.com,Cyber security,Scripting,Python,CI/CD pipelines
Vijay,Kirti,8539543958,29,0,vijaykirti@gmail.com,AI/ML architect,Machine Learning Expertise,Flask,Algorithms and frameworks
Sweta,Lori,9957582248,30,0,swetalori@gmail.com,Cloud architect,Operating systems,DBMS,JavaScript
Mukesh,Vinay,9129632648,33,10,mukeshvinay@gmail.com,Security Analyst, Network security control,Networking and data centres,Data mining
Santosh,Roshni,9131972490,31,0,santoshroshni@gmail.com,DevOps engineer,Linux , Administrative expertise,JavaScript
Vijay,Alice,6596381582,29,6,vijayalice@gmail.com,Frontend developer,HTML/CSS,Node.js,Algorithms and frameworks
Aanya,Priyanka,8589462363,31,8,aanyapriyanka@gmail.com,Frontend developer,HTML/CSS,Node.js,Java/python
Priyanka,Doris,8124581226,23,0,priyankadoris@gmail.com,Data scientist,python, Data Structures,Algorithms and frameworks
Sunita,Sweta,9593888887,30,0,sunitasweta@gmail.com,Data scientist,Python,Big Data,AI/ML
Juhi,Payal,6254132863,28,5,juhipayal@gmail.com,DevOps engineer,Linux ,Flask,Cloud
Mohan,Anika,8314591730,23,0,mohananika@gmail.com,HR,Communication skills,Data Analysis and Visualization,Intrusion detection
Mohan,Vidya,6866921327,27,0,mohanvidya@gmail.com,Cloud architect,Operating systems,Flask,DBMS
Mukesh,Rohit,9818100020,25,2,mukeshrohit@gmail.com,Cyber security,Scripting,Python,Algorithms and frameworks
Roshni,Aarav,6954807306,35,0,roshniaarav@gmail.com,Machine learning engineer,Mathematics and Statistics,Flask,Data mining
Bradley,Vinod,9472018480,24,1,bradleyvinod@gmail.com,Security Analyst, Network security control,Networking and data centres,C/JavaScript/Python
Riyaan,Tanvi,8683398045,25,0,riyaantanvi@gmail.com,AI/ML architect,Machine Learning Expertise,Flask, HR Management knowledge and expertise
Riya,Riyaan,6679722713,35,10,riyariyaan@gmail.com,HR,Communication skills,Big Data,Algorithms and frameworks
John,Sunita,6223652363,25,2,johnsunita@gmail.com,Data scientist,Python,Python, HR Management knowledge and expertise
Ishita,Vinay,6714968727,26,0,ishitavinay@gmail.com,Machine learning engineer,Mathematics and Statistics,Networking and data centres,C/JavaScript/Python
Eugene,Aarti,9222250784,30,7,eugeneaarti@gmail.com,Cyber security,Scripting, Administrative expertise,JavaScript
Lori,Divya,8930013085,33,0,loridivya@gmail.com,Data scientist,python,Flask,DBMS
Sweta,Rohan,6247956753,23,0,swetarohan@gmail.com,Data scientist,python,Data Analysis and Visualization,CI/CD pipelines
Riyaan,Kirti,8424413815,26,0,riyaankirti@gmail.com,Data scientist,Python,Networking and data centres,Intrusion detection
Rohan,Neetu,6615166631,28,5,rohanneetu@gmail.com,Data scientist,python,Controls and frameworks ,pipeline planning
Kavita,Harsh,6906094009,28,0,kavitaharsh@gmail.com,HR,Communication skills,Networking and data centres,Cloud
Satish,Philip,8913699020,32,0,satishphilip@gmail.com,Cloud architect,Operating systems,Networking and data centres,Data mining
Suman,Rohit,6593990429,24,0,sumanrohit@gmail.com,Cyber security,Scripting,Flask,C/JavaScript/Python
Aarav,Kamal,9400503603,31,0,aaravkamal@gmail.com,Cyber security,Scripting,Python,Intrusion detection
Ria,Raju,8633493056,29,0,riaraju@gmail.com,DevOps engineer,Linux ,Big Data,Data mining
Ria,Vivek,9436391550,27,0,riavivek@gmail.com,Data scientist,Python,Controls and frameworks ,Data mining
Rinku,Rajesh,6103695237,23,0,rinkurajesh@gmail.com,Cyber security,Scripting,ReactJS,pipeline planning
Neetu,Tanisha,6188105265,27,0,neetutanisha@gmail.com,AI/ML architect,Machine Learning Expertise,ReactJS,pipeline planning
Subhash,Sumit,6257547523,29,0,subhashsumit@gmail.com,IoT solutions architect,API automation and testing , Administrative expertise,Data mining
Santosh,Vikas,6478569481,24,1,santoshvikas@gmail.com,Data scientist,Python,ReactJS,CI/CD pipelines
Parul,Vivek,9644597582,34,0,parulvivek@gmail.com,Cloud architect,Operating systems,ReactJS,C/JavaScript/Python
Shubham,John,8495400347,26,0,shubhamjohn@gmail.com,Machine learning engineer,Mathematics and Statistics,DBMS,pipeline planning
Tanvi,Mohan,8516889059,28,0,tanvimohan@gmail.com,HR,Communication skills,Big Data, HR Management knowledge and expertise
Reena,Sunil,8413351281,26,3,reenasunil@gmail.com,HR,Communication skills,ReactJS,Data mining
Shilpa,Savita,8552433778,31,8,shilpasavita@gmail.com,IoT solutions architect,API automation and testing ,Node.js,Cloud
Mahesh,Rajendra,6913531575,28,0,maheshrajendra@gmail.com,AI/ML architect,Machine Learning Expertise,Flask,DBMS
Shivangi,Raghav,8266468198,33,0,shivangiraghav@gmail.com,DevOps engineer,Linux , Administrative expertise,AI/ML
Lori,Kayla,6752186357,23,0,lorikayla@gmail.com,Data scientist,Python, Administrative expertise,Intrusion detection
Dinesh,Abhinav,6411054813,30,0,dineshabhinav@gmail.com,Data scientist,python,DBMS,C/JavaScript/Python
Ravi,Eugene,6636066799,33,10,ravieugene@gmail.com,HR,Communication skills,DBMS, HR Management knowledge and expertise
Kavita,Raghav,8126853913,32,0,kavitaraghav@gmail.com,HR,Communication skills,Controls and frameworks ,pipeline planning
Suman,Neetu,6489559063,34,10,sumanneetu@gmail.com,HR,Communication skills,Big Data,Cloud
Raghav,Anika,6284671966,29,6,raghavanika@gmail.com,Cyber security,Scripting,Node.js,Algorithms and frameworks
Vikas,Renu,9800769846,28,5,vikasrenu@gmail.com,Data scientist,python,Controls and frameworks ,Cloud
Vinod,Sunil,8173523143,31,0,vinodsunil@gmail.com,Security Analyst, Network security control, Data Structures,DBMS
Rohit,Prakash,9508055108,29,6,rohitprakash@gmail.com,IoT solutions architect,API automation and testing ,Node.js,Algorithms and frameworks
Deepak,Rajendra,8316198029,24,1,deepakrajendra@gmail.com,IoT solutions architect,API automation and testing ,ReactJS,pipeline planning
Vijay,Rohan,6123974037,33,10,vijayrohan@gmail.com,Cyber security,Scripting,Node.js,C/JavaScript/Python
Eve,Renu,8476858406,32,9,everenu@gmail.com,Cyber security,Scripting,Networking and data centres,Java/python
Rohit,Suresh,6399744151,29,6,rohitsuresh@gmail.com,Data scientist,python,DBMS,C/JavaScript/Python
Rajesh,Vidya,8618219430,26,3,rajeshvidya@gmail.com,Frontend developer,HTML/CSS,ReactJS,DBMS
Riyaan,Manoj,6494058287,23,0,riyaanmanoj@gmail.com,Data scientist,Python,Flask,AI/ML
Kamal,Sumit,6207424745,29,6,kamalsumit@gmail.com,Cloud architect,Operating systems,Controls and frameworks ,Java/python
Akshara,Sanjay,8183402022,30,0,aksharasanjay@gmail.com,Machine learning engineer,Mathematics and Statistics,DBMS,JavaScript
Anjana,Aanya,6345192274,28,5,anjanaaanya@gmail.com,IoT solutions architect,API automation and testing ,ReactJS, HR Management knowledge and expertise
Priyanka,Ria,9507932232,35,10,priyankaria@gmail.com,DevOps engineer,Linux , Administrative expertise,C/JavaScript/Python
Sunil,Kayla,6408499000,27,0,sunilkayla@gmail.com,IoT solutions architect,API automation and testing ,Operating systems,Data mining
Avinash,Kavita,9485774029,29,6,avinashkavita@gmail.com,Cyber security,Scripting,DBMS,DBMS
Meera,Rohan,6317899296,33,0,meerarohan@gmail.com,HR,Communication skills, Administrative expertise,Data mining
Sanjay,Sunil,6678103772,25,0,sanjaysunil@gmail.com,Cloud architect,Operating systems,ReactJS,CI/CD pipelines
Kamal,Sunil,8866407985,34,10,kamalsunil@gmail.com,DevOps engineer,Linux ,DBMS,Java/python
Neeraj,Vidya,6963192619,35,0,neerajvidya@gmail.com,Frontend developer,HTML/CSS,Data Analysis and Visualization,JavaScript
Akshara,Manoj,6749364730,24,1,aksharamanoj@gmail.com,Cyber security,Scripting,Node.js,Java/python
Vikas,Pramod,8233657078,28,0,vikaspramod@gmail.com,Blockchain engineer,Cryptography,Operating systems,Cloud
Pranav,Kayla,6915579594,25,2,pranavkayla@gmail.com,Cyber security,Scripting,Flask,CI/CD pipelines
Alice,Bobby,9422777414,24,0,alicebobby@gmail.com,DevOps engineer,Linux ,ReactJS,Cloud
Vinay,Ajay,8775852198,25,0,vinayajay@gmail.com,Cloud architect,Operating systems,Data Analysis and Visualization,Intrusion detection
Arvind,Santosh,8399826973,24,1,arvindsantosh@gmail.com,Security Analyst, Network security control,Flask,C/JavaScript/Python
Ashish,Doris,9742724323,34,10,ashishdoris@gmail.com,Data scientist,Python,Operating systems,AI/ML
Kavita,Sanjay,9183650784,32,0,kavitasanjay@gmail.com,Data scientist,Python,ReactJS,Algorithms and frameworks
Eugene,Sonam,8165600319,35,10,eugenesonam@gmail.com,Cloud architect,Operating systems,ReactJS,C/JavaScript/Python
Arjun,Arjun,8349798686,28,0,arjunarjun@gmail.com,Machine learning engineer,Mathematics and Statistics,Node.js,pipeline planning
Roshni,Rohit,6770683994,35,10,roshnirohit@gmail.com,Data scientist,Python,Data Analysis and Visualization,JavaScript
Sonam,Sunil,9864632577,26,3,sonamsunil@gmail.com,HR,Communication skills, Data Structures,pipeline planning
Manish,Renu,9627733507,27,4,manishrenu@gmail.com,IoT solutions architect,API automation and testing ,Operating systems,DBMS
Sheetal,Pooja,6394740082,35,10,sheetalpooja@gmail.com,Data scientist,python, Administrative expertise,AI/ML
Rohan,Renu,9917399652,27,0,rohanrenu@gmail.com,Data scientist,python, Data Structures,Cloud
Lori,Lori,9255567132,24,1,lorilori@gmail.com,Frontend developer,HTML/CSS, Data Structures,C/JavaScript/Python
Rahul,Ria,9970062991,31,8,rahulria@gmail.com,Cloud architect,Operating systems, Data Structures,DBMS
Rajendra,Aanya,9769874624,30,0,rajendraaanya@gmail.com,Security Analyst, Network security control,ReactJS,DBMS
Suman,Marie,9891608760,28,0,sumanmarie@gmail.com,Data scientist,python,Big Data,DBMS
Juhi,Divya,8959771619,35,0,juhidivya@gmail.com,DevOps engineer,Linux , Data Structures,Intrusion detection
Sanjay,Arvind,6760051533,24,0,sanjayarvind@gmail.com,Data scientist,python,Data Analysis and Visualization, HR Management knowledge and expertise
Bradley,Suman,6865456986,35,0,bradleysuman@gmail.com,Machine learning engineer,Mathematics and Statistics,ReactJS,JavaScript
Ananya,Ramesh,6832925734,33,0,ananyaramesh@gmail.com,Data scientist,python,Networking and data centres,CI/CD pipelines
Sheetal,Shubham,6559650681,30,7,sheetalshubham@gmail.com,Security Analyst, Network security control,DBMS,Data mining
Reena,Ralph,6921189514,25,0,reenaralph@gmail.com,IoT solutions architect,API automation and testing ,DBMS,pipeline planning
Ankita,Neetu,6128501426,34,10,ankitaneetu@gmail.com,Frontend developer,HTML/CSS,Data Analysis and Visualization,CI/CD pipelines
Kavita,Kayla,9765000562,35,0,kavitakayla@gmail.com,IoT solutions architect,API automation and testing ,DBMS,Cloud
Sanjana,Vinod,8881439723,25,2,sanjanavinod@gmail.com,Machine learning engineer,Mathematics and Statistics, Data Structures,pipeline planning
Manoj,Philip,8161297678,26,0,manojphilip@gmail.com,Frontend developer,HTML/CSS, Data Structures,DBMS
Sheetal,Suresh,9677112446,24,0,sheetalsuresh@gmail.com,Cloud architect,Operating systems,Big Data,DBMS
Suresh,Ananya,6190890511,31,8,sureshananya@gmail.com,Data scientist,Python,Networking and data centres,Java/python
Pradeep,Satish,8288198008,26,0,pradeepsatish@gmail.com,HR,Communication skills,Controls and frameworks ,Cloud
Pooja,Anjana,8921054429,32,0,poojaanjana@gmail.com,AI/ML architect,Machine Learning Expertise,Controls and frameworks ,DBMS
Nisha,Sangeeta,9306010698,32,9,nishasangeeta@gmail.com,HR,Communication skills,Big Data,Java/python
Satish,Rinku,8686135610,34,0,satishrinku@gmail.com,Machine learning engineer,Mathematics and Statistics, Administrative expertise,DBMS
Eve,Deepak,6475162451,30,0,evedeepak@gmail.com,AI/ML architect,Machine Learning Expertise,Networking and data centres,JavaScript
Subhash,Alka,6481101841,26,3,subhashalka@gmail.com,Data scientist,Python,Node.js,Java/python
Reena,Mahesh,9514981305,24,0,reenamahesh@gmail.com,AI/ML architect,Machine Learning Expertise,DBMS,Data mining
Rahul,Sweta,6628500676,24,0,rahulsweta@gmail.com,IoT solutions architect,API automation and testing ,DBMS,pipeline planning
Riya,Pranav,9767678161,25,0,riyapranav@gmail.com,AI/ML architect,Machine Learning Expertise, Data Structures,CI/CD pipelines
Priyanka,Renu,6585422683,23,0,priyankarenu@gmail.com,Cloud architect,Operating systems,ReactJS, HR Management knowledge and expertise
Sanjay,Ramesh,8988049158,23,0,sanjayramesh@gmail.com,DevOps engineer,Linux ,Data Analysis and Visualization,CI/CD pipelines
Rajesh,Shilpa,8210731752,23,0,rajeshshilpa@gmail.com,AI/ML architect,Machine Learning Expertise,Controls and frameworks ,pipeline planning
Rakesh,Rajesh,9959064137,31,0,rakeshrajesh@gmail.com,Data scientist,python,Networking and data centres,C/JavaScript/Python
Arjun,Prakash,9258842731,31,0,arjunprakash@gmail.com,AI/ML architect,Machine Learning Expertise,DBMS,pipeline planning
Bobby,Tanisha,6628387904,29,6,bobbytanisha@gmail.com,Machine learning engineer,Mathematics and Statistics, Data Structures,Cloud
Rohit,Pradeep,8400495522,25,2,rohitpradeep@gmail.com,DevOps engineer,Linux ,Networking and data centres,Data mining
Raju,Rohit,6222935947,28,5,rajurohit@gmail.com,Frontend developer,HTML/CSS, Administrative expertise,AI/ML
Eve,Riyaan,8235936270,25,0,everiyaan@gmail.com,Frontend developer,HTML/CSS,Networking and data centres,CI/CD pipelines
Arvind,Riya,6501999220,30,7,arvindriya@gmail.com,Data scientist,Python,Data Analysis and Visualization,CI/CD pipelines
